"Abs" "enz" "sample" "treatment" "plot_ID" "p_nytro_C" "cali_group" "bach.fresh_soil.g." "bach.dry_soil.g." "dry_weight" "comments" "date.time" "type" "dry_weight_ratio" "nytro_release"
"104" 0.1248 "beta_glu" "b" "nitrogen" 17 24.6010147169232 2 9.49 8.88 4.39 "" NA "triplet" 0.878 0.724045449042689
"105" 0.4424 "beta_glu" "a" "control" 18 141.953595481745 2 9.49 8.53 4.04 "" NA "triplet" 0.808 0.68223246398157
"106" 0.4203 "beta_glu" "a" "nitrogen" 18 126.721641235524 2 9.47 8.74 4.27 "" NA "triplet" 0.854 0.560088289390677
"107" 0.1349 "beta_glu" "b" "control" 18 30.3964443270223 2 9.49 8.53 4.04 "" NA "triplet" 0.808 0.732047627981416
"108" 0.1303 "beta_glu" "b" "nitrogen" 18 27.1802324330462 2 9.47 8.74 4.27 "" NA "triplet" 0.854 0.633485071547177
"109" 0.4648 "beta_glu" "a" "control" 19 146.102010083549 2 8.11 7.26 4.15 "" NA "triplet" 0.83 0.674344168149477
"110" 0.5298 "beta_glu" "a" "nitrogen" 19 163.541103728542 2 8.1 7.39 4.29 "" NA "triplet" 0.858 0.650503831700002
"111" 0.1398 "beta_glu" "b" "control" 19 31.3212954465423 2 8.11 7.26 4.15 "" NA "triplet" 0.83 0.707479923450476
"112" 0.1534 "beta_glu" "b" "nitrogen" 19 34.945541163806 2 8.1 7.39 4.29 "" NA "triplet" 0.858 0.676396474454798
"113" 0.4564 "beta_glu" "a" "control" 20 142.791294665637 3 8.09 7.25 4.16 "" NA "triplet" 0.832 0.688043069883879
"114" 0.503 "beta_glu" "a" "nitrogen" 20 163.130938076235 3 8.1 7.16 4.06 "" NA "triplet" 0.812 0.5536403997904
"115" 0.1364 "beta_glu" "b" "control" 20 30.0481075073933 3 8.09 7.25 4.16 "" NA "triplet" 0.832 0.855487750885866
"116" 0.1349 "beta_glu" "b" "nitrogen" 20 30.2467081480715 3 8.1 7.16 4.06 "" NA "triplet" 0.812 0.650717602478257
"117" 0.5257 "beta_glu" "a" "control" 21 172.601023106678 3 9.5 8.53 4.03 "" NA "triplet" 0.806 0.507794896539042
"118" 0.5776 "beta_glu" "a" "nitrogen" 21 185.492776801822 3 9.46 8.62 4.16 "" NA "triplet" 0.832 0.73980112800151
"119" 0.1419 "beta_glu" "b" "control" 21 33.0176836507619 3 9.5 8.53 4.03 "" NA "triplet" 0.806 0.870681164668428
"120" 0.1444 "beta_glu" "b" "nitrogen" 21 32.8666871863494 3 9.46 8.62 4.16 "" NA "triplet" 0.832 1.06629793301034
"121" 0.5357 "beta_glu" "a" "control" 22 168.702787992989 3 9.47 8.68 4.21 "" NA "triplet" 0.842 0.93276758769818
"122" 0.4716 "beta_glu" "a" "nitrogen" 22 165.225158067431 3 9.46 8.19 3.73 "wet" NA "triplet" 0.746 0.793121052486688
"123" 0.1419 "beta_glu" "b" "control" 22 31.6060012143873 3 9.47 8.68 4.21 "" NA "triplet" 0.842 1.06269072188249
"124" 0.13 "beta_glu" "b" "nitrogen" 22 30.9972906324906 3 9.46 8.19 3.73 "wet" NA "triplet" 0.746 1.00268608790235
"125" 0.5408 "beta_glu" "a" "control" 23 184.029130963865 3 9.57 8.47 3.9 "" NA "triplet" 0.78 0.896863577024215
"126" 0.3994 "beta_glu" "a" "nitrogen" 23 141.013559150495 3 9.44 8.06 3.62 "wet" NA "triplet" 0.724 0.987457026011156
"127" 0.1467 "beta_glu" "b" "control" 23 35.9221641003192 3 9.57 8.47 3.9 "" NA "triplet" 0.78 1.09486578958418
"128" 0.1197 "beta_glu" "b" "nitrogen" 23 27.7689451101385 3 9.44 8.06 3.62 "wet" NA "triplet" 0.724 0.919465388167268
"129" 0.4927 "beta_glu" "a" "control" 24 155.20750499497 3 9.46 8.63 4.17 "" NA "triplet" 0.834 0.918362721348521
"130" 0.5438 "beta_glu" "a" "nitrogen" 24 166.384929736923 3 9.46 8.8 4.34 "" NA "triplet" 0.868 1.05044609916495
"131" 0.1425 "beta_glu" "b" "control" 24 32.1200628231186 3 9.46 8.63 4.17 "" NA "triplet" 0.834 0.815746795331319
"132" 0.1471 "beta_glu" "b" "nitrogen" 24 32.4153697153151 3 9.46 8.8 4.34 "" NA "triplet" 0.868 0.832537697737924
"133" 0.3485 "beta_glu" "a" "control" 25 99.9694764179315 3 9.48 8.84 4.36 "" NA "triplet" 0.872 0.508941261473175
"134" 0.3257 "beta_glu" "a" "nitrogen" 25 93.1596843769625 3 9.47 8.79 4.32 "" NA "triplet" 0.864 0.489070483733255
"135" 0.1142 "beta_glu" "b" "control" 25 21.2069824350658 3 9.48 8.84 4.36 "" NA "triplet" 0.872 0.492322572435103
"136" 0.1153 "beta_glu" "b" "nitrogen" 25 21.7765442114004 3 9.47 8.79 4.32 "" NA "triplet" 0.864 0.496704152970333
"137" 0.4833 "beta_glu" "a" "control" 26 152.635681532118 3 9.44 8.59 4.15 "" NA "triplet" 0.83 0.501598040523555
"138" 0.5263 "beta_glu" "a" "nitrogen" 26 160.106096547068 3 9.48 8.83 4.35 "" NA "triplet" 0.87 0.428601038835021
"139" 0.144 "beta_glu" "b" "control" 26 32.804615451082 3 9.44 8.59 4.15 "" NA "triplet" 0.83 0.47705259528337
"140" 0.1389 "beta_glu" "b" "nitrogen" 26 29.5779955892871 3 9.48 8.83 4.35 "" NA "triplet" 0.87 0.432160019273724
"141" 0.4977 "beta_glu" "a" "control" 27 158.869806552017 3 9.49 8.61 4.12 "" NA "triplet" 0.824 0.328422036968831
"142" 0.401 "beta_glu" "a" "nitrogen" 27 138.224836231181 3 9.46 8.17 3.71 "wet" NA "triplet" 0.742 0.413179942121949
"143" 0.1373 "beta_glu" "b" "control" 27 30.6600054661426 3 9.49 8.61 4.12 "" NA "triplet" 0.824 0.386851731856504
"144" 0.1293 "beta_glu" "b" "nitrogen" 27 30.8878520366712 3 9.46 8.17 3.71 "wet" NA "triplet" 0.742 0.445710554923034
"145" 0.5602 "beta_glu" "a" "control" 28 175.978170415185 3 9.46 8.7 4.24 "" NA "triplet" 0.848 0.428149182396299
"146" 0.4108 "beta_glu" "a" "nitrogen" 28 124.923607692333 3 9.46 8.68 4.22 "" NA "triplet" 0.844 0.393973573900684
"147" 0.1413 "beta_glu" "b" "control" 28 31.1749689275321 3 9.46 8.7 4.24 "" NA "triplet" 0.848 0.454316380847419
"148" 0.1281 "beta_glu" "b" "nitrogen" 28 26.738184202934 3 9.46 8.68 4.22 "" NA "triplet" 0.844 0.447023123450222
"149" 0.4781 "beta_glu" "a" "control" 29 163.48489252088 3 10.82 10.19 4.37 "" NA "triplet" 0.874 0.454316380847419
"150" 0.4839 "beta_glu" "a" "nitrogen" 29 172.863355920082 3 10.75 9.94 4.19 "" NA "triplet" 0.838 0.407482375610568
"151" 0.134 "beta_glu" "b" "control" 29 29.5093418114716 3 10.82 10.19 4.37 "" NA "triplet" 0.874 0.372881503383283
"152" 0.1421 "beta_glu" "b" "nitrogen" 29 34.0662691779957 3 10.75 9.94 4.19 "" NA "triplet" 0.838 0.44539227086516
"153" 0.473 "beta_glu" "a" "control" 30 168.437117636031 3 9.47 8.66 4.19 "" NA "triplet" 0.838 0.499566688010922
"154" 0.4805 "beta_glu" "a" "nitrogen" 30 164.043947418028 3 10.73 10.11 4.38 "" NA "triplet" 0.876 0.480633969882323
"155" 0.1379 "beta_glu" "b" "control" 30 32.3607461694622 3 9.47 8.66 4.19 "" NA "triplet" 0.838 0.430131728078683
"156" 0.1337 "beta_glu" "b" "nitrogen" 30 29.3254303754089 3 10.73 10.11 4.38 "" NA "triplet" 0.876 0.407169170162779
"157" 0.3473 "beta_glu" "a" "nitrogen" 31 137.780873779872 3 9.49 8.06 3.57 "wet" NA "triplet" 0.714 1.64399563941159
"158" 0.3849 "beta_glu" "a" "control" 31 136.238406764228 3 9.43 8.51 4.08 "" NA "triplet" 0.816 1.82702151867803
"159" 0.1234 "beta_glu" "b" "nitrogen" 31 31.0701187612872 3 9.49 8.06 3.57 "wet" NA "triplet" 0.714 1.97410456090679
"160" 0.1187 "beta_glu" "b" "control" 31 25.2263361402713 3 9.43 8.51 4.08 "" NA "triplet" 0.816 2.12071554087523
"161" 0.3262 "beta_glu" "a" "nitrogen" 32 104.342532297808 3 9.48 8.85 4.37 "" NA "triplet" 0.874 1.7847007093231
"162" 0.3644 "beta_glu" "a" "control" 32 125.233827809857 3 9.45 8.61 4.16 "" NA "triplet" 0.832 1.79829218006112
"163" 0.1242 "beta_glu" "b" "nitrogen" 32 25.6937056680476 3 9.48 8.85 4.37 "" NA "triplet" 0.874 1.87538159607294
"164" 0.121 "beta_glu" "b" "control" 32 25.6819265872783 3 9.45 8.61 4.16 "" NA "triplet" 0.832 2.13641106274498
"165" 0.2681 "beta_glu" "a" "nitrogen" 33 80.614426642995 3 9.46 8.89 4.43 "" NA "triplet" 0.886 1.85736770728464
"166" 0.2768 "beta_glu" "a" "control" 33 87.5116780027809 3 9.48 8.73 4.25 "" NA "triplet" 0.85 2.00805960544902
"167" 0.1208 "beta_glu" "b" "nitrogen" 33 24.0398469876264 3 9.46 8.89 4.43 "" NA "triplet" 0.886 2.1144349800892
"168" 0.1174 "beta_glu" "b" "control" 33 23.6968354214122 3 9.48 8.73 4.25 "" NA "triplet" 0.85 2.35104478233406
"169" 0.3533 "beta_glu" "a" "nitrogen" 34 129.738111842619 3 9.45 8.32 3.87 "wet" NA "triplet" 0.774 2.61204372319762
"170" 0.3638 "beta_glu" "a" "control" 34 126.201904452749 3 9.47 8.59 4.12 "" NA "triplet" 0.824 2.2483767078114
"171" 0.1224 "beta_glu" "b" "nitrogen" 34 28.2219280977596 3 9.45 8.32 3.87 "wet" NA "triplet" 0.774 2.32210732412109
"172" 0.1201 "beta_glu" "b" "control" 34 25.5595870358153 3 9.47 8.59 4.12 "" NA "triplet" 0.824 2.44491585855004
"173" 0.3611 "beta_glu" "a" "nitrogen" 35 122.122724715348 3 9.51 8.73 4.22 "" NA "triplet" 0.844 1.70669783972476
"174" 0.3242 "beta_glu" "a" "control" 35 110.383888210363 3 9.46 8.56 4.1 "" NA "triplet" 0.82 1.73792274084012
"175" 0.1259 "beta_glu" "b" "nitrogen" 35 27.2924122219098 3 9.51 8.73 4.22 "" NA "triplet" 0.844 1.98637301962404
"176" 0.1366 "beta_glu" "b" "control" 35 32.5316159850588 3 9.46 8.56 4.1 "" NA "triplet" 0.82 2.47616507258821
"177" 0.3742 "beta_glu" "a" "control" 36 128.011203246611 3 9.47 8.67 4.2 "" NA "triplet" 0.84 1.72851273768357
"178" 0.3585 "beta_glu" "a" "nitrogen" 36 116.651620200036 3 9.48 8.86 4.38 "" NA "triplet" 0.876 2.54792861545448
"179" 0.1258 "beta_glu" "b" "nitrogen" 36 26.2565829571947 3 9.48 8.86 4.38 "" NA "triplet" 0.876 2.27122990111147
"180" 0.1288 "beta_glu" "b" "control" 36 28.5971952549785 3 9.47 8.67 4.2 "" NA "triplet" 0.84 2.10409936884421
"181" 0.3414 "beta_glu" "a" "control" 37 116.105805344891 3 9.46 8.61 4.15 "" NA "triplet" 0.83 2.11290303966426
"182" 0.3564 "beta_glu" "a" "nitrogen" 37 115.835850633169 3 9.47 8.85 4.38 "" NA "triplet" 0.876 2.29426073698056
"183" 0.1158 "beta_glu" "b" "nitrogen" 37 22.3719659721134 3 9.47 8.85 4.38 "" NA "triplet" 0.876 2.18297269354557
"184" 0.1202 "beta_glu" "b" "control" 37 25.4158180268688 3 9.46 8.61 4.15 "" NA "triplet" 0.83 1.93247992829577
"185" 0.3613 "beta_glu" "a" "control" 38 125.47401234712 3 9.44 8.55 4.11 "" NA "triplet" 0.822 2.10863893347543
"186" 0.3505 "beta_glu" "a" "nitrogen" 38 113.803752530992 3 9.46 8.83 4.37 "" NA "triplet" 0.874 2.13079223800954
"187" 0.1279 "beta_glu" "b" "nitrogen" 38 27.1343029875036 3 9.46 8.83 4.37 "" NA "triplet" 0.874 2.12056409390346
"188" 0.106 "beta_glu" "b" "control" 38 19.7846425817747 3 9.44 8.55 4.11 "" NA "triplet" 0.822 2.30007783813594
"189" 0.3627 "beta_glu" "a" "control" 39 123.646834816686 3 9.49 8.68 4.19 "" NA "triplet" 0.838 1.31279615339982
"190" 0.3245 "beta_glu" "a" "nitrogen" 39 106.108754176658 3 9.49 8.76 4.27 "" NA "triplet" 0.854 1.55281837523536
"191" 0.1285 "beta_glu" "b" "nitrogen" 39 28.0088481028267 3 9.49 8.76 4.27 "" NA "triplet" 0.854 2.26347911227129
"192" 0.13 "beta_glu" "b" "control" 39 29.152738605792 3 9.49 8.68 4.19 "" NA "triplet" 0.838 2.04991990117526
"193" 0.4001 "beta_glu" "a" "control" 40 140.510851603364 3 9.48 8.62 4.14 "" NA "triplet" 0.828 2.01183147878394
"194" 0.3472 "beta_glu" "a" "nitrogen" 40 113.296675845668 3 10.78 10.12 4.34 "" NA "triplet" 0.868 2.46419953678573
"195" 0.1133 "beta_glu" "b" "nitrogen" 40 21.5980542302287 3 10.78 10.12 4.34 "" NA "triplet" 0.868 2.03025522525252
"196" 0.1138 "beta_glu" "b" "control" 40 22.8469291011897 3 9.48 8.62 4.14 "" NA "triplet" 0.828 2.32723200201158
"197" 0.2964 "beta_glu" "a" "control" 41 92.5281487226814 4 9.47 8.85 4.38 "" NA "triplet" 0.876 2.31447759946589
"198" 0.4046 "beta_glu" "a" "nitrogen" 41 128.965318537313 4 9.48 9.05 4.57 "" NA "triplet" 0.914 2.75105589693981
"199" 0.1147 "beta_glu" "b" "control" 41 21.9446581037545 4 9.47 8.85 4.38 "" NA "triplet" 0.876 2.24734480609842
"200" 0.1284 "beta_glu" "b" "nitrogen" 41 26.1329617451036 4 9.48 9.05 4.57 "" NA "triplet" 0.914 2.50889562488567
"201" 0.4415 "beta_glu" "a" "control" 42 156.768139988414 4 9.47 8.63 4.16 "" NA "triplet" 0.832 2.26103072162749
"202" 0.5205 "beta_glu" "a" "nitrogen" 42 177.555525794489 4 9.47 8.9 4.43 "" NA "triplet" 0.886 2.08314529138767
"203" 0.1456 "beta_glu" "b" "control" 42 35.7434580995028 4 9.47 8.63 4.16 "" NA "triplet" 0.832 2.15823635919099
"204" 0.1346 "beta_glu" "b" "nitrogen" 42 29.3401131060519 4 9.47 8.9 4.43 "" NA "triplet" 0.886 2.32114919309343
"205" 0.4524 "beta_glu" "a" "control" 43 161.226298260091 4 9.47 8.63 4.16 "" NA "triplet" 0.832 1.62764286230548
"206" 0.4154 "beta_glu" "a" "nitrogen" 43 139.391582087558 4 9.45 8.81 4.36 "" NA "triplet" 0.872 1.42783664444322
"207" 0.1354 "beta_glu" "b" "control" 43 31.5716035700439 4 9.47 8.63 4.16 "" NA "triplet" 0.832 2.11124444538712
"208" 0.1329 "beta_glu" "b" "nitrogen" 43 29.1477557919079 4 9.45 8.81 4.36 "" NA "triplet" 0.872 2.36958975455776
"209" 0.4897 "beta_glu" "a" "control" 44 182.62834385424 4 9.46 8.48 4.02 "" NA "triplet" 0.804 2.09435700226262
"210" 0.4899 "beta_glu" "a" "nitrogen" 44 175.719194914339 4 9.48 8.66 4.18 "" NA "triplet" 0.836 1.6998610369247
"211" 0.1407 "beta_glu" "b" "control" 44 34.9143335125747 4 9.46 8.48 4.02 "" NA "triplet" 0.804 2.17150727177366
"212" 0.1475 "beta_glu" "b" "nitrogen" 44 36.345828695913 4 9.48 8.66 4.18 "" NA "triplet" 0.836 1.73883743495228
"213" 0.4458 "beta_glu" "a" "control" 45 159.67838982603 4 9.48 8.61 4.13 "" NA "triplet" 0.826 1.66552601444649
"214" 0.4974 "beta_glu" "a" "nitrogen" 45 172.579030378275 4 9.45 8.78 4.33 "" NA "triplet" 0.866 2.08753654540923
"215" 0.1432 "beta_glu" "b" "control" 45 35.0143526196645 4 9.48 8.61 4.13 "" NA "triplet" 0.826 1.63861214122385
"216" 0.1481 "beta_glu" "b" "nitrogen" 45 35.3225037627242 4 9.45 8.78 4.33 "" NA "triplet" 0.866 1.81757829401199
"217" 0.5113 "beta_glu" "a" "control" 46 186.211962962923 4 9.47 8.61 4.14 "" NA "triplet" 0.828 2.16336428546211
"218" 0.4736 "beta_glu" "a" "nitrogen" 46 162.850783465127 4 9.45 8.79 4.34 "" NA "triplet" 0.868 1.67329658123477
"219" 0.141 "beta_glu" "b" "control" 46 34.0256182107222 4 9.47 8.61 4.14 "" NA "triplet" 0.828 1.90858816152091
"220" 0.1476 "beta_glu" "b" "nitrogen" 46 35.0450945098762 4 9.45 8.79 4.34 "" NA "triplet" 0.868 1.59569314868372
"221" 0.4592 "beta_glu" "a" "control" 47 171.424960801594 4 9.45 8.43 3.98 "" NA "triplet" 0.796 1.54092208273638
"222" 0.4895 "beta_glu" "a" "nitrogen" 47 173.481241098381 4 9.47 8.7 4.23 "" NA "triplet" 0.846 1.41638491720594
"223" 0.1606 "beta_glu" "b" "control" 47 43.7725425341497 4 9.45 8.43 3.98 "" NA "triplet" 0.796 2.06545152053084
"224" 0.1265 "beta_glu" "b" "nitrogen" 47 27.4692333144536 4 9.47 8.7 4.23 "" NA "triplet" 0.846 2.03100222028586
"225" 0.4404 "beta_glu" "a" "control" 48 160.563914540344 4 9.46 8.51 4.05 "" NA "triplet" 0.81 2.04181222477833
"226" 0.4433 "beta_glu" "a" "nitrogen" 48 149.593172233525 4 9.45 8.83 4.38 "" NA "triplet" 0.876 2.05858597935953
"227" 0.1705 "beta_glu" "b" "control" 48 47.1751099892902 4 9.46 8.51 4.05 "" NA "triplet" 0.81 2.06307222577605
"228" 0.1454 "beta_glu" "b" "nitrogen" 48 33.870432247954 4 9.45 8.83 4.38 "" NA "triplet" 0.876 1.9362901660264
"229" 0.2856 "beta_glu" "a" "control" 49 93.9071600046398 4 9.47 8.59 4.12 "" NA "mono" 0.824 2.28367982302614
"230" 0.2949 "beta_glu" "a" "nitrogen" 49 91.9454561749192 4 9.46 8.84 4.38 "" NA "mono" 0.876 1.8598193282257
"231" 0.1143 "beta_glu" "b" "control" 49 23.1643246598685 4 9.47 8.59 4.12 "" NA "mono" 0.824 1.83504848263155
